,gold_world,log_gold_world,usd_vnd,log_usd_vnd,cpi,log_cpi,reserve,log_reserve
2025-06-30,269.0078617590607,5.745731406415235,16105.388063740334,10.044306958515094,355.2389499241143,5.870123627592557,242471.85966726905,12.391894310255946
2025-09-30,467.2429424491884,6.30008948541029,18434.22472825693,10.083841440197045,352.76244672036137,5.845797200076225,258396.44065811043,12.310593676372108
2025-12-31,516.5961784095298,6.504985557542618,12759.855306651385,10.008157835797071,348.5703122943753,5.8136750641081365,276821.55450810003,12.353451416390687
2026-03-31,674.4703486964645,6.96486950688811,11510.251488114649,9.998384050146143,342.7873478503943,5.771575634325197,293915.76235945383,12.325357917577739
